CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
152,104300013202500009,202500009,2025-04-22,31,13,1,1,1,4,2,5,2025-04-19 02:36:00,2025-04-19 02:36:00,2025-04-22 02:36:00,17.1208,77.1046,"On 2025-04-19, Kavitha Pujari, a resident of 78, Cross Road, Kalaburagi City, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
153,104500007202500009,202500009,2025-03-01,16,7,1,2,1,1,2,3,2025-02-27 11:49:00,2025-02-27 11:49:00,2025-03-01 11:49:00,12.28641,76.67666,"On 2025-02-27, Rakesh Swamy, a resident of 145, Main Road, Krishnaraja, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
154,104300013202600006,202600006,2026-02-03,32,13,1,1,1,4,3,6,2026-02-03 09:00:00,2026-02-03 11:00:00,2026-02-03 09:00:00,17.13714,77.09919,"On 2026-02-03, Basavaraj Jadhav, a resident of 11, Main Road, Aland, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
155,104430002202500009,202500009,2025-11-29,3,2,1,1,1,4,2,2,2025-11-27 05:01:00,2025-11-27 08:01:00,2025-11-29 05:01:00,13.08187,77.60171,"On 2025-11-27, Suresh Gowda, a resident of 86, Main Road, Yelahanka, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
156,104300011202400001,202400001,2024-09-07,25,11,1,1,1,4,1,6,2024-09-05 06:18:00,2024-09-05 09:18:00,2024-09-07 06:18:00,17.30934,76.82672,"On 2024-09-05, Kavitha Swamy, a resident of 127, Colony, Aland, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
157,104500008202500004,202500004,2025-12-19,20,8,1,2,2,5,2,3,2025-12-18 15:48:00,2025-12-18 18:48:00,2025-12-19 15:48:00,12.13892,76.6642,"On 2025-12-18, Girish Achar, a resident of 6, Extension, Krishnaraja, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
158,104300013202500010,202500010,2025-02-21,32,13,1,2,1,2,3,5,2025-02-21 07:43:00,2025-02-21 07:43:00,2025-02-21 07:43:00,17.13482,77.06426,"On 2025-02-21, Nandini Murthy, a resident of 110, Extension, Aland, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
159,104430005202400005,202400005,2024-09-02,12,5,1,1,1,4,1,2,2024-09-01 13:27:00,2024-09-01 13:27:00,2024-09-02 13:27:00,13.01135,77.59571,"On 2024-09-01, Roopa Kumar, a resident of 63, Cross Road, Hebbal, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
160,104430003202600006,202600006,2026-06-05,6,3,1,2,1,1,2,1,2026-06-05 16:25:00,2026-06-05 18:25:00,2026-06-05 16:25:00,13.0364,77.58687,"On 2026-06-05, Ananya Achar, a resident of 121, Cross Road, Peenya, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
161,104300011202400002,202400002,2024-12-08,26,11,1,2,3,6,3,6,2024-12-05 07:09:00,2024-12-05 07:09:00,2024-12-08 07:09:00,17.31637,76.84088,"On 2024-12-05, Ravi Murthy, a resident of 127, Main Road, Chittapur, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
162,104430003202500009,202500009,2025-10-08,5,3,1,2,2,5,2,2,2025-10-08 03:01:00,2025-10-08 06:01:00,2025-10-08 03:01:00,13.03282,77.61497,"On 2025-10-08, Farhan Swamy, a resident of 112, Main Road, Hebbal, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
163,104430003202500010,202500010,2025-08-16,5,3,1,2,1,3,1,1,2025-08-16 05:31:00,2025-08-16 08:31:00,2025-08-16 05:31:00,13.02776,77.58594,"On 2025-08-16, Lokesh Shetty, a resident of 8, Layout, Yelahanka, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
164,104500009202500009,202500009,2025-07-13,23,9,1,2,1,3,1,4,2025-07-13 07:09:00,2025-07-13 09:09:00,2025-07-13 07:09:00,12.32247,76.30264,"On 2025-07-13, Girish Swamy, a resident of 26, Main Road, Hunsur, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
165,104300013202400001,202400001,2024-10-03,31,13,1,2,2,5,3,5,2024-10-01 01:14:00,2024-10-01 03:14:00,2024-10-03 01:14:00,17.11973,77.07069,"On 2024-10-01, Pooja Kulkarni, a resident of 102, Cross Road, Aland, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
166,104500008202500005,202500005,2025-06-29,20,8,1,1,4,7,2,3,2025-06-28 02:41:00,2025-06-28 03:41:00,2025-06-29 02:41:00,12.12568,76.6952,"On 2025-06-28, Nandini Hegde, a resident of 153, Extension, Nanjangud, reported that a tip-off led to the seizure of contraband from a rented room. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
167,104430004202500008,202500008,2025-08-26,9,4,1,2,2,5,3,2,2025-08-25 02:35:00,2025-08-25 04:35:00,2025-08-26 02:35:00,13.01474,77.53824,"On 2025-08-25, Anand Prasad, a resident of 2, Layout, RT Nagar, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
168,104300012202500005,202500005,2025-12-17,29,12,1,2,1,1,2,6,2025-12-15 21:01:00,2025-12-15 21:01:00,2025-12-17 21:01:00,17.54886,76.55417,"On 2025-12-15, Pooja Desai, a resident of 109, Layout, Kalaburagi City, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
169,104430005202400006,202400006,2024-11-03,13,5,1,2,3,6,1,1,2024-11-03 22:08:00,2024-11-04 01:08:00,2024-11-03 22:08:00,13.03575,77.61371,"On 2024-11-03, Kiran Pujari, a resident of 178, Colony, Peenya, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
170,804430003202400001,202400001,2024-10-25,5,3,8,1,4,7,1,1,2024-10-22 10:54:00,2024-10-22 11:54:00,2024-10-25 10:54:00,13.05715,77.60309,"On 2024-10-22, Nandini Desai, a resident of 71, Main Road, Peenya, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
171,104500008202500006,202500006,2025-12-23,20,8,1,1,1,4,3,4,2025-12-23 10:06:00,2025-12-23 10:06:00,2025-12-23 10:06:00,12.12224,76.70363,"On 2025-12-23, Roopa Kamath, a resident of 138, Main Road, Krishnaraja, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
172,104300012202500006,202500006,2025-06-03,29,12,1,2,1,2,3,5,2025-06-01 23:23:00,2025-06-01 23:23:00,2025-06-03 23:23:00,17.54285,76.55314,"On 2025-06-01, Basavaraj Jadhav, a resident of 11, Main Road, Aland, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
173,104430002202600008,202600008,2026-06-17,3,2,1,2,1,1,3,2,2026-06-15 18:47:00,2026-06-15 20:47:00,2026-06-17 18:47:00,13.08634,77.594,"On 2026-06-15, Prakash Desai, a resident of 25, Cross Road, Peenya, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
174,104430002202500010,202500010,2025-07-20,3,2,1,2,1,2,1,2,2025-07-17 10:18:00,2025-07-17 11:18:00,2025-07-20 10:18:00,13.1068,77.59907,"On 2025-07-17, Kiran Pujari, a resident of 178, Colony, Peenya, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
175,104430002202400003,202400003,2024-09-19,3,2,1,2,2,5,3,1,2024-09-18 22:28:00,2024-09-18 23:28:00,2024-09-19 22:28:00,13.09675,77.6023,"On 2024-09-18, Ramesh Achar, a resident of 53, Layout, Hebbal, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
176,104430004202500009,202500009,2025-08-10,8,4,1,2,2,5,1,1,2025-08-09 05:39:00,2025-08-09 06:39:00,2025-08-10 05:39:00,13.0216,77.50153,"On 2025-08-09, Bhavya Desai, a resident of 9, Main Road, Peenya, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
177,104430004202500010,202500010,2025-06-22,8,4,1,2,1,1,3,2,2025-06-21 01:18:00,2025-06-21 01:18:00,2025-06-22 01:18:00,13.02678,77.53929,"On 2025-06-21, Imran Shetty, a resident of 123, Extension, RT Nagar, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
178,104300012202500007,202500007,2025-10-17,29,12,1,2,1,1,3,5,2025-10-14 09:20:00,2025-10-14 10:20:00,2025-10-17 09:20:00,17.56583,76.58525,"On 2025-10-14, Lakshmi Reddy, a resident of 140, Cross Road, Kalaburagi City, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
179,104500008202500007,202500007,2025-10-19,20,8,1,2,1,1,1,4,2025-10-17 05:42:00,2025-10-17 05:42:00,2025-10-19 05:42:00,12.10249,76.69921,"On 2025-10-17, Rakesh Bhat, a resident of 151, Main Road, Nanjangud, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
180,104500009202600008,202600008,2026-06-09,22,9,1,2,1,3,2,3,2026-06-07 01:54:00,2026-06-07 02:54:00,2026-06-09 01:54:00,12.30921,76.31088,"On 2026-06-07, Chetan Murthy, a resident of 40, Layout, Krishnaraja, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
181,104430005202400007,202400007,2024-10-21,12,5,1,2,2,5,1,1,2024-10-19 19:43:00,2024-10-19 22:43:00,2024-10-21 19:43:00,13.02741,77.61298,"On 2024-10-19, Harish Bhat, a resident of 105, Layout, Peenya, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
182,104430004202600004,202600004,2026-01-29,10,4,1,2,1,1,2,1,2026-01-27 01:33:00,2026-01-27 01:33:00,2026-01-29 01:33:00,13.03161,77.52222,"On 2026-01-27, Shivakumar Reddy, a resident of 79, Main Road, Hebbal, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
183,104500008202500008,202500008,2025-04-27,20,8,1,2,2,5,1,4,2025-04-26 01:02:00,2025-04-26 04:02:00,2025-04-27 01:02:00,12.11966,76.6985,"On 2025-04-26, Shivakumar Hegde, a resident of 133, Colony, Krishnaraja, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
184,104430004202600005,202600005,2026-01-26,8,4,1,1,1,4,2,1,2026-01-25 06:38:00,2026-01-25 08:38:00,2026-01-26 06:38:00,13.05024,77.51926,"On 2026-01-25, Prakash Bhat, a resident of 37, Colony, Hebbal, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
185,104430004202500011,202500011,2025-05-04,10,4,1,2,3,6,2,2,2025-05-03 09:21:00,2025-05-03 11:21:00,2025-05-04 09:21:00,13.01373,77.50357,"On 2025-05-03, Kavitha Jadhav, a resident of 128, Extension, Hebbal, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
186,104430005202500014,202500014,2025-11-23,13,5,1,1,4,7,1,1,2025-11-22 16:12:00,2025-11-22 17:12:00,2025-11-23 16:12:00,13.01529,77.59463,"On 2025-11-22, Savitha Hegde, a resident of 43, Layout, Hebbal, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
187,104430005202500015,202500015,2025-10-17,13,5,1,2,2,5,2,1,2025-10-14 17:18:00,2025-10-14 20:18:00,2025-10-17 17:18:00,13.03634,77.5831,"On 2025-10-14, Lokesh Swamy, a resident of 42, Main Road, RT Nagar, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
188,104430005202600011,202600011,2026-06-16,12,5,1,2,2,5,2,1,2026-06-14 14:13:00,2026-06-14 17:13:00,2026-06-16 14:13:00,13.00815,77.61006,"On 2026-06-14, Prakash Murthy, a resident of 81, Extension, RT Nagar, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
189,104500009202600009,202600009,2026-03-08,22,9,1,2,2,5,1,4,2026-03-05 18:55:00,2026-03-05 21:55:00,2026-03-08 18:55:00,12.29087,76.2941,"On 2026-03-05, Rakesh Achar, a resident of 166, Colony, Hunsur, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
190,104430004202500012,202500012,2025-12-17,10,4,1,2,1,3,1,1,2025-12-15 03:32:00,2025-12-15 03:32:00,2025-12-17 03:32:00,13.04481,77.49694,"On 2025-12-15, Bhavya Desai, a resident of 9, Main Road, Peenya, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
191,104500008202500009,202500009,2025-09-10,20,8,1,2,3,6,1,3,2025-09-08 05:36:00,2025-09-08 05:36:00,2025-09-10 05:36:00,12.12044,76.67325,"On 2025-09-08, Basavaraj Hegde, a resident of 77, Colony, Hunsur, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
192,104500007202500010,202500010,2025-09-04,16,7,1,2,1,2,3,4,2025-09-01 12:22:00,2025-09-01 13:22:00,2025-09-04 12:22:00,12.32607,76.64194,"On 2025-09-01, Mahesh Reddy, a resident of 110, Layout, Nanjangud, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
193,104430003202400006,202400006,2024-11-21,5,3,1,2,2,5,3,2,2024-11-21 11:29:00,2024-11-21 12:29:00,2024-11-21 11:29:00,13.04122,77.60544,"On 2024-11-21, Ramesh Bhat, a resident of 120, Layout, RT Nagar, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
194,104430004202400003,202400003,2024-07-04,8,4,1,2,2,5,3,2,2024-07-04 17:28:00,2024-07-04 18:28:00,2024-07-04 17:28:00,13.04725,77.51514,"On 2024-07-04, Ramesh Achar, a resident of 53, Layout, Hebbal, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
195,104430002202400004,202400004,2024-09-28,2,2,1,2,3,6,1,2,2024-09-25 04:18:00,2024-09-25 04:18:00,2024-09-28 04:18:00,13.10333,77.59196,"On 2024-09-25, Suresh Rao, a resident of 90, Layout, Peenya, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
196,104500008202600002,202600002,2026-02-08,19,8,1,2,2,5,1,4,2026-02-07 02:33:00,2026-02-07 04:33:00,2026-02-08 02:33:00,12.1158,76.69382,"On 2026-02-07, Naveen Rao, a resident of 84, Colony, Nanjangud, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
197,104430004202500013,202500013,2025-11-04,10,4,1,2,3,6,1,2,2025-11-03 17:45:00,2025-11-03 20:45:00,2025-11-04 17:45:00,13.04601,77.52191,"On 2025-11-03, Mahesh Shetty, a resident of 118, Extension, Peenya, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
198,104500008202500010,202500010,2025-07-07,20,8,1,2,2,5,3,4,2025-07-04 12:05:00,2025-07-04 14:05:00,2025-07-07 12:05:00,12.11937,76.69269,"On 2025-07-04, Roopa Kamath, a resident of 138, Main Road, Krishnaraja, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
199,104430002202400005,202400005,2024-08-23,3,2,1,2,1,3,1,1,2024-08-21 15:31:00,2024-08-21 17:31:00,2024-08-23 15:31:00,13.10117,77.57951,"On 2024-08-21, Girish Swamy, a resident of 119, Main Road, Yelahanka, reported that the two-wheeler was stolen from outside a commercial complex in broad daylight. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
200,104500007202500011,202500011,2025-08-04,17,7,1,2,1,2,3,4,2025-08-03 23:47:00,2025-08-04 00:47:00,2025-08-04 23:47:00,12.28483,76.63791,"On 2025-08-03, Anand Naik, a resident of 102, Colony, Krishnaraja, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
201,104500009202400004,202400004,2024-09-23,22,9,1,2,1,2,3,3,2024-09-20 09:01:00,2024-09-20 11:01:00,2024-09-23 09:01:00,12.31197,76.30471,"On 2024-09-20, Vinay Prasad, a resident of 111, Main Road, Nanjangud, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
202,104430003202500011,202500011,2025-12-05,6,3,1,1,4,7,1,1,2025-12-02 22:26:00,2025-12-02 22:26:00,2025-12-05 22:26:00,13.05011,77.5946,"On 2025-12-02, Yusuf Reddy, a resident of 73, Layout, Yelahanka, reported that a tip-off led to the seizure of contraband from a rented room. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
203,104430002202500011,202500011,2025-04-15,2,2,1,2,2,5,1,2,2025-04-14 22:16:00,2025-04-14 23:16:00,2025-04-15 22:16:00,13.10827,77.60018,"On 2025-04-14, Chetan Rao, a resident of 23, Main Road, RT Nagar, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
204,104500009202500010,202500010,2025-04-05,22,9,1,2,2,5,3,3,2025-04-03 03:30:00,2025-04-03 05:30:00,2025-04-05 03:30:00,12.31397,76.31189,"On 2025-04-03, Shivakumar Hegde, a resident of 133, Colony, Krishnaraja, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
205,104430003202500012,202500012,2025-01-15,6,3,1,2,1,3,1,1,2025-01-15 09:54:00,2025-01-15 12:54:00,2025-01-15 09:54:00,13.03144,77.58806,"On 2025-01-15, Mahesh Shetty, a resident of 118, Extension, Peenya, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
206,104300013202600007,202600007,2026-03-23,31,13,1,1,1,4,1,5,2026-03-20 21:04:00,2026-03-20 23:04:00,2026-03-23 21:04:00,17.11796,77.08066,"On 2026-03-20, Anand Bhat, a resident of 159, Cross Road, Kalaburagi City, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
207,104430002202600009,202600009,2026-04-26,2,2,1,2,3,6,1,1,2026-04-23 06:11:00,2026-04-23 06:11:00,2026-04-26 06:11:00,13.08621,77.5954,"On 2026-04-23, Vinay Patil, a resident of 138, Cross Road, RT Nagar, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
208,104430002202600010,202600010,2026-05-02,2,2,1,2,1,1,2,2,2026-05-01 03:58:00,2026-05-01 04:58:00,2026-05-02 03:58:00,13.10173,77.60337,"On 2026-05-01, Nandini Achar, a resident of 26, Colony, Yelahanka, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
209,104300013202500011,202500011,2025-05-05,31,13,1,2,1,3,2,6,2025-05-04 18:02:00,2025-05-04 21:02:00,2025-05-05 18:02:00,17.13055,77.09781,"On 2025-05-04, Chetan Bhat, a resident of 2, Colony, Kalaburagi City, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
210,104430005202600012,202600012,2026-05-07,12,5,1,2,1,3,3,1,2026-05-07 04:36:00,2026-05-07 05:36:00,2026-05-07 04:36:00,13.03583,77.61367,"On 2026-05-07, Lokesh Murthy, a resident of 86, Cross Road, Peenya, reported that the two-wheeler was stolen from outside a commercial complex in broad daylight. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
211,104430002202600011,202600011,2026-01-11,3,2,1,2,2,5,2,1,2026-01-11 17:04:00,2026-01-11 19:04:00,2026-01-11 17:04:00,13.11658,77.59377,"On 2026-01-11, Pooja Jadhav, a resident of 73, Layout, Yelahanka, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
212,104430003202400007,202400007,2024-08-16,5,3,1,2,3,6,2,2,2024-08-15 06:38:00,2024-08-15 07:38:00,2024-08-16 06:38:00,13.03147,77.60876,"On 2024-08-15, Kiran Pujari, a resident of 178, Colony, Peenya, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
213,104300013202500012,202500012,2025-01-07,31,13,1,2,1,2,3,6,2025-01-04 02:43:00,2025-01-04 04:43:00,2025-01-07 02:43:00,17.10983,77.08771,"On 2025-01-04, Harish Achar, a resident of 150, Extension, Kalaburagi City, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
214,104430002202600012,202600012,2026-04-14,3,2,1,2,1,1,2,2,2026-04-13 17:28:00,2026-04-13 19:28:00,2026-04-14 17:28:00,13.09753,77.58429,"On 2026-04-13, Anand Desai, a resident of 84, Colony, Hebbal, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
215,104500009202500011,202500011,2025-11-12,22,9,1,1,4,7,3,4,2025-11-10 23:02:00,2025-11-11 02:02:00,2025-11-12 23:02:00,12.28178,76.2894,"On 2025-11-10, Basavaraj Hegde, a resident of 77, Colony, Hunsur, reported that a tip-off led to the seizure of contraband from a rented room. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
216,104500008202400004,202400004,2024-08-05,19,8,1,2,1,1,2,3,2024-08-05 21:43:00,2024-08-05 23:43:00,2024-08-05 21:43:00,12.13003,76.69454,"On 2024-08-05, Imran Patil, a resident of 79, Colony, Krishnaraja, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
217,104430002202500012,202500012,2025-11-27,2,2,1,1,4,7,3,1,2025-11-25 07:15:00,2025-11-25 07:15:00,2025-11-27 07:15:00,13.08878,77.60814,"On 2025-11-25, Kiran Naik, a resident of 115, Layout, Peenya, reported that a tip-off led to the seizure of contraband from a rented room. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
218,104500009202500012,202500012,2025-10-17,22,9,1,2,2,5,1,3,2025-10-17 02:38:00,2025-10-17 05:38:00,2025-10-17 02:38:00,12.31583,76.28063,"On 2025-10-17, Ananya Rao, a resident of 125, Cross Road, Nanjangud, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
219,104300012202400002,202400002,2024-08-21,28,12,1,2,1,2,1,5,2024-08-21 23:53:00,2024-08-22 02:53:00,2024-08-21 23:53:00,17.56935,76.58244,"On 2024-08-21, Girish Reddy, a resident of 2, Cross Road, Aland, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
220,104500008202500011,202500011,2025-07-22,20,8,1,2,3,6,1,3,2025-07-19 05:06:00,2025-07-19 05:06:00,2025-07-22 05:06:00,12.12515,76.67711,"On 2025-07-19, Ananya Rao, a resident of 125, Cross Road, Nanjangud, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
221,104430005202500016,202500016,2025-01-10,13,5,1,2,3,6,3,2,2025-01-10 16:35:00,2025-01-10 18:35:00,2025-01-10 16:35:00,13.02269,77.6095,"On 2025-01-10, Savitha Desai, a resident of 40, Cross Road, Peenya, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
222,104430004202400004,202400004,2024-09-27,9,4,1,2,1,3,1,2,2024-09-27 21:20:00,2024-09-27 22:20:00,2024-09-27 21:20:00,13.0456,77.53963,"On 2024-09-27, Naveen Gowda, a resident of 74, Extension, RT Nagar, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
223,104500009202600010,202600010,2026-06-12,22,9,1,2,2,5,2,4,2026-06-10 11:59:00,2026-06-10 12:59:00,2026-06-12 11:59:00,12.29106,76.27648,"On 2026-06-10, Bhavya Hegde, a resident of 152, Main Road, Krishnaraja, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
224,104430004202500014,202500014,2025-09-06,8,4,1,1,1,4,2,2,2025-09-06 21:14:00,2025-09-06 21:14:00,2025-09-06 21:14:00,13.00722,77.50451,"On 2025-09-06, Harish Kulkarni, a resident of 1, Main Road, Peenya, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
225,104430002202600013,202600013,2026-05-04,2,2,1,2,1,1,3,2,2026-05-01 08:09:00,2026-05-01 09:09:00,2026-05-04 08:09:00,13.11618,77.58308,"On 2026-05-01, Shwetha Kulkarni, a resident of 163, Main Road, RT Nagar, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
226,104500009202400005,202400005,2024-11-16,23,9,1,2,3,6,3,4,2024-11-13 23:55:00,2024-11-13 23:55:00,2024-11-16 23:55:00,12.29571,76.27717,"On 2024-11-13, Ramesh Kulkarni, a resident of 59, Layout, Krishnaraja, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
227,104300011202600005,202600005,2026-01-14,25,11,1,2,2,5,1,5,2026-01-13 06:46:00,2026-01-13 06:46:00,2026-01-14 06:46:00,17.35206,76.85095,"On 2026-01-13, Pooja Kulkarni, a resident of 102, Cross Road, Aland, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
